,player_id,player_name,goal,shot
461,5837.0,Douglas Costa de Souza,0.0,4.0
462,5839.0,Yeltsin Ignacio Tejeda Valverde,0.0,0.0
463,5830.0,Kenneth Josiah Omeruo,0.0,1.0
464,5829.0,Jón Daði Böðvarsson,0.0,1.0
465,5832.0,Tyronne Ebuehi,0.0,0.0
466,5831.0,Sverrir Ingi Ingason,0.0,3.0
467,5834.0,Mario Gavranović,0.0,3.0
468,5833.0,Nemanja Radonjić,0.0,0.0
469,3167.0,Antonio Rüdiger,0.0,0.0
470,6040.0,Jonas Hector,0.0,2.0
471,6039.0,Sebastian Rudy,0.0,1.0
472,3702.0,Victor Nilsson Lindelöf,0.0,0.0
473,10287.0,İlkay Gündoğan,0.0,1.0
474,19988.0,Jimmy Durmaz,0.0,0.0
475,6038.0,John Guidetti,0.0,1.0
476,2974.0,Saîf-Eddine Khaoui,0.0,2.0
477,5936.0,Hamdi Nagguez,0.0,1.0
478,4826.0,Yohan Benalouane,0.0,0.0
479,3296.0,Marouane Fellaini-Bakkioui,1.0,5.0
480,3457.0,Michy Batshuayi Tunga,1.0,8.0
481,2954.0,Youri Tielemans,0.0,4.0
482,5989.0,Seon-Min Moon,0.0,2.0
483,5988.0,Se-Jong Ju,0.0,0.0
484,5985.0,Jesús Manuel Corona Ruíz,0.0,0.0
485,5987.0,Giovani dos Santos Ramírez,0.0,0.0
486,5986.0,Chul Hong,0.0,0.0
487,6138.0,Ricardo Guardia Avila,0.0,1.0
488,4597.0,Fabian Delph,0.0,3.0
489,3594.0,Danny Rose,0.0,1.0
490,6139.0,Felipe Abdiel Baloy Ramírez,1.0,1.0
491,6140.0,Abdiel Arroyo Molinar,0.0,0.0
492,10960.0,Jamie Vardy,0.0,3.0
493,6195.0,Jacek Góralski,0.0,1.0
494,6196.0,Yerry Fernando Mina González,3.0,3.0
495,6192.0,Abel Enrique Aguilar Tapia,0.0,0.0
496,6193.0,Andrés Mateus Uribe Villa,0.0,2.0
497,6194.0,Łukasz Teodorczyk,0.0,1.0
498,3034.0,Kamil Glik,0.0,1.0
499,4277.0,Papa Alioune N''Diaye,0.0,1.0
500,6191.0,Takashi Usami,0.0,3.0
501,5218.0,André Miguel Valente Silva,0.0,2.0
